2023-03-09 17:07:33,913 INFO    StreamThr :9108 [internal.py:wandb_internal():87] W&B internal server running at pid: 9108, started at: 2023-03-09 17:07:33.913472
2023-03-09 17:07:33,929 DEBUG   HandlerThread:9108 [handler.py:handle_request():144] handle_request: status
2023-03-09 17:07:33,929 INFO    WriterThread:9108 [datastore.py:open_for_write():85] open: C:\Users\beaconproduction\sites\local\python\heywire\openai\wandb\run-20230309_170733-up6g6gyo\run-up6g6gyo.wandb
2023-03-09 17:07:33,929 DEBUG   SenderThread:9108 [sender.py:send():336] send: header
2023-03-09 17:07:34,022 DEBUG   SenderThread:9108 [sender.py:send():336] send: run
2023-03-09 17:07:34,449 INFO    SenderThread:9108 [dir_watcher.py:__init__():216] watching files in: C:\Users\beaconproduction\sites\local\python\heywire\openai\wandb\run-20230309_170733-up6g6gyo\files
2023-03-09 17:07:34,449 INFO    SenderThread:9108 [sender.py:_start_run_threads():1067] run started: up6g6gyo with start time 1678410453.929094
2023-03-09 17:07:34,449 DEBUG   SenderThread:9108 [sender.py:send_request():363] send_request: summary_record
2023-03-09 17:07:34,449 INFO    SenderThread:9108 [sender.py:_save_file():1321] saving file wandb-summary.json with policy end
2023-03-09 17:07:34,464 DEBUG   HandlerThread:9108 [handler.py:handle_request():144] handle_request: check_version
2023-03-09 17:07:34,464 DEBUG   SenderThread:9108 [sender.py:send_request():363] send_request: check_version
2023-03-09 17:07:34,527 DEBUG   HandlerThread:9108 [handler.py:handle_request():144] handle_request: run_start
2023-03-09 17:07:34,542 DEBUG   HandlerThread:9108 [system_info.py:__init__():31] System info init
2023-03-09 17:07:34,542 DEBUG   HandlerThread:9108 [system_info.py:__init__():46] System info init done
2023-03-09 17:07:34,542 INFO    HandlerThread:9108 [system_monitor.py:start():151] Starting system monitor
2023-03-09 17:07:34,542 INFO    SystemMonitor:9108 [system_monitor.py:_start():116] Starting system asset monitoring threads
2023-03-09 17:07:34,542 INFO    HandlerThread:9108 [system_monitor.py:probe():172] Collecting system info
2023-03-09 17:07:34,558 INFO    SystemMonitor:9108 [interfaces.py:start():168] Started cpu
2023-03-09 17:07:34,558 DEBUG   HandlerThread:9108 [system_info.py:probe():195] Probing system
2023-03-09 17:07:34,558 INFO    SystemMonitor:9108 [interfaces.py:start():168] Started disk
2023-03-09 17:07:34,558 INFO    SystemMonitor:9108 [interfaces.py:start():168] Started memory
2023-03-09 17:07:34,574 INFO    SystemMonitor:9108 [interfaces.py:start():168] Started network
2023-03-09 17:07:34,574 DEBUG   HandlerThread:9108 [system_info.py:_probe_git():180] Probing git
2023-03-09 17:07:34,745 DEBUG   HandlerThread:9108 [system_info.py:_probe_git():188] Probing git done
2023-03-09 17:07:34,745 DEBUG   HandlerThread:9108 [system_info.py:probe():241] Probing system done
2023-03-09 17:07:34,745 DEBUG   HandlerThread:9108 [system_monitor.py:probe():181] {'os': 'Windows-10-10.0.18363-SP0', 'python': '3.11.1', 'heartbeatAt': '2023-03-10T01:07:34.558502', 'startedAt': '2023-03-10T01:07:33.897856', 'docker': None, 'cuda': None, 'args': ('run',), 'state': 'running', 'program': '-m __main__', 'git': {'remote': 'https://github.com/kurokhtin/heywireai.git', 'commit': '3f4524277f96b18bf09dd0a88b03757fe4e80f27'}, 'email': 'akurokhtin@beaconmedianews.com', 'root': 'C:/Users/beaconproduction/sites/local/python/heywire/openai', 'host': 'Production1', 'username': 'beaconproduction', 'executable': 'C:\\Users\\beaconproduction\\sites\\local\\python\\heywire\\openai\\venv\\Scripts\\python.exe', 'cpu_count': 4, 'cpu_count_logical': 4, 'cpu_freq': {'current': 2800.0, 'min': 0.0, 'max': 2800.0}, 'cpu_freq_per_core': [{'current': 2800.0, 'min': 0.0, 'max': 2800.0}], 'disk': {'total': 930.8623695373535, 'used': 414.6310615539551}, 'memory': {'total': 31.927474975585938}}
2023-03-09 17:07:34,745 INFO    HandlerThread:9108 [system_monitor.py:probe():182] Finished collecting system info
2023-03-09 17:07:34,745 INFO    HandlerThread:9108 [system_monitor.py:probe():185] Publishing system info
2023-03-09 17:07:34,745 DEBUG   HandlerThread:9108 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-03-09 17:07:34,745 DEBUG   HandlerThread:9108 [system_info.py:_save_pip():67] Saving pip packages done
2023-03-09 17:07:34,745 INFO    HandlerThread:9108 [system_monitor.py:probe():187] Finished publishing system info
2023-03-09 17:07:34,745 DEBUG   SenderThread:9108 [sender.py:send():336] send: files
2023-03-09 17:07:34,745 INFO    SenderThread:9108 [sender.py:_save_file():1321] saving file wandb-metadata.json with policy now
2023-03-09 17:07:34,761 DEBUG   HandlerThread:9108 [handler.py:handle_request():144] handle_request: stop_status
2023-03-09 17:07:34,761 DEBUG   SenderThread:9108 [sender.py:send_request():363] send_request: stop_status
2023-03-09 17:07:34,880 DEBUG   SenderThread:9108 [sender.py:send():336] send: telemetry
2023-03-09 17:07:34,930 DEBUG   HandlerThread:9108 [handler.py:handle_request():144] handle_request: log_artifact
2023-03-09 17:07:34,930 DEBUG   SenderThread:9108 [sender.py:send_request():363] send_request: log_artifact
2023-03-09 17:07:35,187 DEBUG   HandlerThread:9108 [handler.py:handle_request():144] handle_request: partial_history
2023-03-09 17:07:35,321 INFO    wandb-upload_0:9108 [upload_job.py:push():138] Uploaded file C:\Users\BEACON~1\AppData\Local\Temp\tmptl83a1p7wandb\zy0p7cvz-wandb-metadata.json
2023-03-09 17:07:35,462 INFO    Thread-17 :9108 [dir_watcher.py:_on_file_created():275] file/dir created: C:\Users\beaconproduction\sites\local\python\heywire\openai\wandb\run-20230309_170733-up6g6gyo\files\requirements.txt
2023-03-09 17:07:35,462 INFO    Thread-17 :9108 [dir_watcher.py:_on_file_created():275] file/dir created: C:\Users\beaconproduction\sites\local\python\heywire\openai\wandb\run-20230309_170733-up6g6gyo\files\wandb-summary.json
2023-03-09 17:07:35,462 INFO    Thread-17 :9108 [dir_watcher.py:_on_file_created():275] file/dir created: C:\Users\beaconproduction\sites\local\python\heywire\openai\wandb\run-20230309_170733-up6g6gyo\files\media\table\predictions_0_7e2c976566ac08c0500e.table.json
2023-03-09 17:07:35,462 INFO    Thread-17 :9108 [dir_watcher.py:_on_file_created():275] file/dir created: C:\Users\beaconproduction\sites\local\python\heywire\openai\wandb\run-20230309_170733-up6g6gyo\files\wandb-metadata.json
2023-03-09 17:07:35,462 INFO    Thread-17 :9108 [dir_watcher.py:_on_file_created():275] file/dir created: C:\Users\beaconproduction\sites\local\python\heywire\openai\wandb\run-20230309_170733-up6g6gyo\files\media\table
2023-03-09 17:07:35,462 INFO    Thread-17 :9108 [dir_watcher.py:_on_file_created():275] file/dir created: C:\Users\beaconproduction\sites\local\python\heywire\openai\wandb\run-20230309_170733-up6g6gyo\files\media
2023-03-09 17:07:36,200 DEBUG   HandlerThread:9108 [handler.py:handle_request():144] handle_request: poll_exit
2023-03-09 17:07:41,232 DEBUG   HandlerThread:9108 [handler.py:handle_request():144] handle_request: keepalive
2023-03-09 17:07:41,529 INFO    wandb-upload_0:9108 [upload_job.py:push():96] Uploaded file C:\Users\beaconproduction\AppData\Local\wandb\wandb\artifacts\staging\tmps5gd_lqd
2023-03-09 17:07:42,423 INFO    SenderThread:9108 [sender.py:send_request_log_artifact():1381] logged artifact run-up6g6gyo-predictions - {'id': 'QXJ0aWZhY3Q6MzkyOTU5ODQw', 'digest': 'aa83559b80a155a63b623374d095390d', 'state': 'PENDING', 'aliases': [], 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjU2NTMxMDg4', 'latestArtifact': None}, 'version': 'latest'}
2023-03-09 17:07:42,423 DEBUG   SenderThread:9108 [sender.py:send():336] send: files
2023-03-09 17:07:42,423 INFO    SenderThread:9108 [sender.py:_save_file():1321] saving file media\table\predictions_0_7e2c976566ac08c0500e.table.json with policy now
2023-03-09 17:07:42,423 DEBUG   HandlerThread:9108 [handler.py:handle_request():144] handle_request: status_report
2023-03-09 17:07:42,423 DEBUG   SenderThread:9108 [sender.py:send():336] send: history
2023-03-09 17:07:42,423 DEBUG   SenderThread:9108 [sender.py:send_request():363] send_request: summary_record
2023-03-09 17:07:42,423 INFO    SenderThread:9108 [sender.py:_save_file():1321] saving file wandb-summary.json with policy end
2023-03-09 17:07:42,423 DEBUG   SenderThread:9108 [sender.py:send():336] send: telemetry
2023-03-09 17:07:42,423 DEBUG   SenderThread:9108 [sender.py:send():336] send: exit
2023-03-09 17:07:42,423 INFO    SenderThread:9108 [sender.py:send_exit():559] handling exit code: 0
2023-03-09 17:07:42,423 INFO    SenderThread:9108 [sender.py:send_exit():561] handling runtime: 0
2023-03-09 17:07:42,423 INFO    SenderThread:9108 [sender.py:_save_file():1321] saving file wandb-summary.json with policy end
2023-03-09 17:07:42,423 INFO    SenderThread:9108 [sender.py:send_exit():567] send defer
2023-03-09 17:07:42,423 DEBUG   SenderThread:9108 [sender.py:send_request():363] send_request: poll_exit
2023-03-09 17:07:42,423 DEBUG   HandlerThread:9108 [handler.py:handle_request():144] handle_request: defer
2023-03-09 17:07:42,423 INFO    HandlerThread:9108 [handler.py:handle_request_defer():170] handle defer: 0
2023-03-09 17:07:42,423 DEBUG   SenderThread:9108 [sender.py:send_request():363] send_request: defer
2023-03-09 17:07:42,423 INFO    SenderThread:9108 [sender.py:send_request_defer():583] handle sender defer: 0
2023-03-09 17:07:42,423 INFO    SenderThread:9108 [sender.py:transition_state():587] send defer: 1
2023-03-09 17:07:42,423 DEBUG   HandlerThread:9108 [handler.py:handle_request():144] handle_request: defer
2023-03-09 17:07:42,439 INFO    HandlerThread:9108 [handler.py:handle_request_defer():170] handle defer: 1
