2023-03-10 11:21:25,573 INFO    StreamThr :12136 [internal.py:wandb_internal():87] W&B internal server running at pid: 12136, started at: 2023-03-10 11:21:25.573777
2023-03-10 11:21:25,573 DEBUG   HandlerThread:12136 [handler.py:handle_request():144] handle_request: status
2023-03-10 11:21:25,589 INFO    WriterThread:12136 [datastore.py:open_for_write():85] open: C:\Users\beaconproduction\sites\local\python\heywire\openai\wandb\run-20230310_112125-evs55uof\run-evs55uof.wandb
2023-03-10 11:21:25,589 DEBUG   SenderThread:12136 [sender.py:send():336] send: header
2023-03-10 11:21:25,683 DEBUG   SenderThread:12136 [sender.py:send():336] send: run
2023-03-10 11:21:25,995 INFO    SenderThread:12136 [dir_watcher.py:__init__():216] watching files in: C:\Users\beaconproduction\sites\local\python\heywire\openai\wandb\run-20230310_112125-evs55uof\files
2023-03-10 11:21:25,995 INFO    SenderThread:12136 [sender.py:_start_run_threads():1067] run started: evs55uof with start time 1678476085.5894
2023-03-10 11:21:25,995 DEBUG   SenderThread:12136 [sender.py:send_request():363] send_request: summary_record
2023-03-10 11:21:25,995 INFO    SenderThread:12136 [sender.py:_save_file():1321] saving file wandb-summary.json with policy end
2023-03-10 11:21:25,995 DEBUG   HandlerThread:12136 [handler.py:handle_request():144] handle_request: check_version
2023-03-10 11:21:25,995 DEBUG   SenderThread:12136 [sender.py:send_request():363] send_request: check_version
2023-03-10 11:21:26,058 DEBUG   HandlerThread:12136 [handler.py:handle_request():144] handle_request: run_start
2023-03-10 11:21:26,073 DEBUG   HandlerThread:12136 [system_info.py:__init__():31] System info init
2023-03-10 11:21:26,073 DEBUG   HandlerThread:12136 [system_info.py:__init__():46] System info init done
2023-03-10 11:21:26,073 INFO    HandlerThread:12136 [system_monitor.py:start():151] Starting system monitor
2023-03-10 11:21:26,073 INFO    SystemMonitor:12136 [system_monitor.py:_start():116] Starting system asset monitoring threads
2023-03-10 11:21:26,073 INFO    HandlerThread:12136 [system_monitor.py:probe():172] Collecting system info
2023-03-10 11:21:26,089 INFO    SystemMonitor:12136 [interfaces.py:start():168] Started cpu
2023-03-10 11:21:26,089 DEBUG   HandlerThread:12136 [system_info.py:probe():195] Probing system
2023-03-10 11:21:26,089 INFO    SystemMonitor:12136 [interfaces.py:start():168] Started disk
2023-03-10 11:21:26,089 INFO    SystemMonitor:12136 [interfaces.py:start():168] Started memory
2023-03-10 11:21:26,089 INFO    SystemMonitor:12136 [interfaces.py:start():168] Started network
2023-03-10 11:21:26,104 DEBUG   HandlerThread:12136 [system_info.py:_probe_git():180] Probing git
2023-03-10 11:21:26,276 DEBUG   HandlerThread:12136 [system_info.py:_probe_git():188] Probing git done
2023-03-10 11:21:26,276 DEBUG   HandlerThread:12136 [system_info.py:probe():241] Probing system done
2023-03-10 11:21:26,276 DEBUG   HandlerThread:12136 [system_monitor.py:probe():181] {'os': 'Windows-10-10.0.18363-SP0', 'python': '3.11.1', 'heartbeatAt': '2023-03-10T19:21:26.089371', 'startedAt': '2023-03-10T19:21:25.558152', 'docker': None, 'cuda': None, 'args': ('run',), 'state': 'running', 'program': '-m __main__', 'git': {'remote': 'https://github.com/kurokhtin/heywireai.git', 'commit': '613368ab0d245126046a9948f1b2a3d9589dc43f'}, 'email': 'akurokhtin@beaconmedianews.com', 'root': 'C:/Users/beaconproduction/sites/local/python/heywire/openai', 'host': 'Production1', 'username': 'beaconproduction', 'executable': 'C:\\Users\\beaconproduction\\sites\\local\\python\\heywire\\openai\\venv\\Scripts\\python.exe', 'cpu_count': 4, 'cpu_count_logical': 4, 'cpu_freq': {'current': 2800.0, 'min': 0.0, 'max': 2800.0}, 'cpu_freq_per_core': [{'current': 2800.0, 'min': 0.0, 'max': 2800.0}], 'disk': {'total': 930.8623695373535, 'used': 414.8999214172363}, 'memory': {'total': 31.927474975585938}}
2023-03-10 11:21:26,276 INFO    HandlerThread:12136 [system_monitor.py:probe():182] Finished collecting system info
2023-03-10 11:21:26,276 INFO    HandlerThread:12136 [system_monitor.py:probe():185] Publishing system info
2023-03-10 11:21:26,276 DEBUG   HandlerThread:12136 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-03-10 11:21:26,276 DEBUG   HandlerThread:12136 [system_info.py:_save_pip():67] Saving pip packages done
2023-03-10 11:21:26,276 INFO    HandlerThread:12136 [system_monitor.py:probe():187] Finished publishing system info
2023-03-10 11:21:26,292 DEBUG   SenderThread:12136 [sender.py:send():336] send: files
2023-03-10 11:21:26,292 INFO    SenderThread:12136 [sender.py:_save_file():1321] saving file wandb-metadata.json with policy now
2023-03-10 11:21:26,308 DEBUG   HandlerThread:12136 [handler.py:handle_request():144] handle_request: stop_status
2023-03-10 11:21:26,308 DEBUG   SenderThread:12136 [sender.py:send_request():363] send_request: stop_status
2023-03-10 11:21:26,448 DEBUG   SenderThread:12136 [sender.py:send():336] send: telemetry
2023-03-10 11:21:26,479 DEBUG   HandlerThread:12136 [handler.py:handle_request():144] handle_request: log_artifact
2023-03-10 11:21:26,479 DEBUG   SenderThread:12136 [sender.py:send_request():363] send_request: log_artifact
2023-03-10 11:21:26,729 DEBUG   HandlerThread:12136 [handler.py:handle_request():144] handle_request: partial_history
2023-03-10 11:21:26,994 INFO    wandb-upload_0:12136 [upload_job.py:push():138] Uploaded file C:\Users\BEACON~1\AppData\Local\Temp\tmp_97ouvfxwandb\dcvu25mh-wandb-metadata.json
2023-03-10 11:21:27,010 INFO    Thread-17 :12136 [dir_watcher.py:_on_file_created():275] file/dir created: C:\Users\beaconproduction\sites\local\python\heywire\openai\wandb\run-20230310_112125-evs55uof\files\wandb-metadata.json
2023-03-10 11:21:27,010 INFO    Thread-17 :12136 [dir_watcher.py:_on_file_created():275] file/dir created: C:\Users\beaconproduction\sites\local\python\heywire\openai\wandb\run-20230310_112125-evs55uof\files\wandb-summary.json
2023-03-10 11:21:27,010 INFO    Thread-17 :12136 [dir_watcher.py:_on_file_created():275] file/dir created: C:\Users\beaconproduction\sites\local\python\heywire\openai\wandb\run-20230310_112125-evs55uof\files\media\table\predictions_0_59afebe4d0eb93c70e23.table.json
2023-03-10 11:21:27,010 INFO    Thread-17 :12136 [dir_watcher.py:_on_file_created():275] file/dir created: C:\Users\beaconproduction\sites\local\python\heywire\openai\wandb\run-20230310_112125-evs55uof\files\requirements.txt
2023-03-10 11:21:27,010 INFO    Thread-17 :12136 [dir_watcher.py:_on_file_created():275] file/dir created: C:\Users\beaconproduction\sites\local\python\heywire\openai\wandb\run-20230310_112125-evs55uof\files\media
2023-03-10 11:21:27,010 INFO    Thread-17 :12136 [dir_watcher.py:_on_file_created():275] file/dir created: C:\Users\beaconproduction\sites\local\python\heywire\openai\wandb\run-20230310_112125-evs55uof\files\media\table
2023-03-10 11:21:27,604 INFO    wandb-upload_0:12136 [upload_job.py:push():96] Uploaded file C:\Users\beaconproduction\AppData\Local\wandb\wandb\artifacts\staging\tmp8a8deaom
2023-03-10 11:21:27,761 DEBUG   HandlerThread:12136 [handler.py:handle_request():144] handle_request: poll_exit
2023-03-10 11:21:28,511 INFO    SenderThread:12136 [sender.py:send_request_log_artifact():1381] logged artifact run-evs55uof-predictions - {'id': 'QXJ0aWZhY3Q6MzkzNjQ0MTYz', 'digest': 'aaece9e642f49243f0a6b564e99aac3c', 'state': 'PENDING', 'aliases': [], 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjU2NjI4MDc1', 'latestArtifact': None}, 'version': 'latest'}
2023-03-10 11:21:28,511 DEBUG   SenderThread:12136 [sender.py:send():336] send: files
2023-03-10 11:21:28,511 INFO    SenderThread:12136 [sender.py:_save_file():1321] saving file media\table\predictions_0_59afebe4d0eb93c70e23.table.json with policy now
